# 情境：best_practice｜說明：第一筆(職類推薦1)就命中，且廠商送出的所有職類100%都出現在前5名內（完美命中且全部可見）
情境,職缺名稱,duty0,duty1,duty2,duty3,duty4,職類推薦1,職類推薦2,職類推薦3,職類推薦4,職類推薦5,職類推薦6,職類推薦7,職類推薦8,職類推薦9,職類推薦10,命中名次,前5名覆蓋數,廠商送出數
best_practice,全家便利商店––摩天店★★工讀早班,門市／店員／專櫃人員,售票／收銀人員,,,,門市／店員／專櫃人員,飯店／旅館服務人員,售票／收銀人員,店長／門市管理人員,休閒娛樂事業從業人員,遊樂景點工作人員,樓面管理人員,調酒師／吧台人員,餐飲主管,冷熱飲調製人員,1,2,2
best_practice,全家便利商店––亞慶店★★正職大夜班,門市／店員／專櫃人員,售票／收銀人員,,,,門市／店員／專櫃人員,售票／收銀人員,店長／門市管理人員,樓面管理人員,飯店／旅館服務人員,調酒師／吧台人員,餐飲主管,休閒娛樂事業從業人員,遊樂景點工作人員,冷熱飲調製人員,1,2,2
best_practice,全家便利商店––凱撒店★★正職晚班,門市／店員／專櫃人員,售票／收銀人員,,,,門市／店員／專櫃人員,店長／門市管理人員,售票／收銀人員,調酒師／吧台人員,樓面管理人員,飯店／旅館服務人員,餐飲主管,侍酒師,冷熱飲調製人員,儲備幹部,1,2,2
best_practice,會計人員,會計／出納／記帳人員,財務／會計助理,財務分析／財務人員,查帳／審計人員,稅務人員,會計／出納／記帳人員,稅務人員,財務分析／財務人員,查帳／審計人員,財務／會計助理,會計師,財務／會計主管,主辦會計,總務人員,行政人員,1,5,5
best_practice,【日商財務人員】制度完善｜穩定獎金＋年終｜福利健全☀️KT(新竹),財務／會計助理,會計／出納／記帳人員,稅務人員,財務分析／財務人員,查帳／審計人員,會計／出納／記帳人員,財務分析／財務人員,查帳／審計人員,稅務人員,財務／會計助理,財務／會計主管,資材人員,會計師,國貿人員,總務人員,1,5,5
best_practice,New【會計兼職人員】時薪196元起｜彈性排班｜具帳務經驗佳,會計／出納／記帳人員,財務分析／財務人員,財務／會計助理,稅務人員,查帳／審計人員,會計／出納／記帳人員,財務分析／財務人員,稅務人員,財務／會計助理,查帳／審計人員,會計師,財務／會計主管,排版人員,電腦操作／資料輸入,秘書,1,5,5
best_practice,會計人員(集團),會計／出納／記帳人員,財務分析／財務人員,稅務人員,財務分析／財務人員,查帳／審計人員,會計／出納／記帳人員,財務分析／財務人員,稅務人員,查帳／審計人員,財務／會計助理,會計師,財務／會計主管,金融營業人員,電腦操作／資料輸入,總務人員,1,4,4
best_practice,全家便利商店––凱撒店★★大夜班工讀,門市／店員／專櫃人員,售票／收銀人員,,,,門市／店員／專櫃人員,售票／收銀人員,飯店／旅館服務人員,店長／門市管理人員,休閒娛樂事業從業人員,遊樂景點工作人員,樓面管理人員,調酒師／吧台人員,餐飲主管,金融營業人員,1,2,2
best_practice,全家便利商店––凱撒店★★工讀晚班,門市／店員／專櫃人員,售票／收銀人員,,,,門市／店員／專櫃人員,飯店／旅館服務人員,售票／收銀人員,店長／門市管理人員,休閒娛樂事業從業人員,調酒師／吧台人員,遊樂景點工作人員,樓面管理人員,餐飲主管,侍酒師,1,2,2
best_practice,全家便利商店––凱撒店★★工讀早班,門市／店員／專櫃人員,售票／收銀人員,,,,門市／店員／專櫃人員,飯店／旅館服務人員,售票／收銀人員,店長／門市管理人員,休閒娛樂事業從業人員,調酒師／吧台人員,遊樂景點工作人員,樓面管理人員,餐飲主管,侍酒師,1,2,2
best_practice,全家便利商店––鴻啟店★★正職大夜班,門市／店員／專櫃人員,售票／收銀人員,,,,門市／店員／專櫃人員,售票／收銀人員,店長／門市管理人員,樓面管理人員,飯店／旅館服務人員,調酒師／吧台人員,餐飲主管,休閒娛樂事業從業人員,遊樂景點工作人員,冷熱飲調製人員,1,2,2
best_practice,"從新鮮人到專業者，提供清楚的升遷路徑！【貳樓西湖店】內場正職$38,000-$42,000",其他料理廚師,餐廚助手,,,,其他料理廚師,餐廚助手,西式廚師,餐飲服務人員,洗碗人員,中式廚師,烹飪老師,調酒師／吧台人員,品管／品保主管,日式廚師,1,2,2
best_practice,全家便利商店––鴻啟店★★正職早班,門市／店員／專櫃人員,售票／收銀人員,,,,門市／店員／專櫃人員,店長／門市管理人員,售票／收銀人員,飯店／旅館服務人員,樓面管理人員,調酒師／吧台人員,餐飲主管,侍酒師,冷熱飲調製人員,休閒娛樂事業從業人員,1,2,2
best_practice,五金賣場門市人員(苗栗公館店),門市／店員／專櫃人員,售票／收銀人員,,,,門市／店員／專櫃人員,調酒師／吧台人員,冷熱飲調製人員,售票／收銀人員,飯店／旅館服務人員,侍酒師,店長／門市管理人員,遊樂景點工作人員,金融營業人員,餐飲主管,1,2,2
