# 情境：best_practice｜說明：第一筆(職類推薦1)就命中，且廠商送出的所有職類100%都出現在前5名內（完美命中且全部可見）
情境,職缺名稱,duty0,duty1,duty2,duty3,duty4,職類推薦1,職類推薦2,職類推薦3,職類推薦4,職類推薦5,職類推薦6,職類推薦7,職類推薦8,職類推薦9,職類推薦10,命中名次,前5名覆蓋數,廠商送出數
best_practice,幼教老師(需合格教師證，薪35000~45000起),幼教老師,安親課輔老師,,,,幼教老師,教保員／保育員,升學補習班老師,安親課輔老師,特殊教育教師,資材人員,冷熱飲調製人員,美術老師,調酒師／吧台人員,智慧製程工程師,1,2,2
best_practice,全家台中金順店近廍子國小 固定早班,售票／收銀人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,飯店／旅館服務人員,調酒師／吧台人員,售票／收銀人員,餐飲主管,冷熱飲調製人員,休閒娛樂事業從業人員,侍酒師,店長／門市管理人員,遊樂景點工作人員,1,2,2
best_practice,統一超商 鼓山、左營區 晚班正職,售票／收銀人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,售票／收銀人員,店長／門市管理人員,調酒師／吧台人員,冷熱飲調製人員,樓面管理人員,資材主管,遊樂景點工作人員,產品經理,資材人員,1,2,2
best_practice,【新竹綠世界生態農場】收銀服務人員（長期兼職/假日工讀）,售票／收銀人員,門市／店員／專櫃人員,,,,售票／收銀人員,門市／店員／專櫃人員,飯店／旅館服務人員,遊樂景點工作人員,休閒娛樂事業從業人員,資材人員,調酒師／吧台人員,金融營業人員,房務人員,冷熱飲調製人員,1,2,2
best_practice,國小數學｜授課教師,數理補習班老師,安親課輔老師,,,,數理補習班老師,升學補習班老師,安親課輔老師,國小教師,教保員／保育員,珠心算老師,美術老師,特殊教育教師,國中教師,幼教老師,1,2,2
best_practice,代理教師-新北三峽育全,幼教老師,安親課輔老師,,,,幼教老師,安親課輔老師,資材人員,升學補習班老師,特殊教育教師,教保員／保育員,工讀生,補習班導師,助教,美術老師,1,2,2
best_practice,助教老師(工讀),工讀生,安親課輔老師,,,,安親課輔老師,幼教老師,升學補習班老師,助教,工讀生,教保員／保育員,補習班導師,診所助理,獸醫助理,特殊教育教師,1,2,2
best_practice,安親助教 / 工讀生 - 泰山校,工讀生,安親課輔老師,,,,安親課輔老師,補習班導師,幼教老師,工讀生,升學補習班老師,教保員／保育員,助教,特殊教育教師,禮賓接待人員,遊樂景點工作人員,1,2,2
best_practice,生理診斷組全職護理人員,勞工健康服務護理人員／廠護,護理師,,,,勞工健康服務護理人員／廠護,護理助理(護佐),護理師,診所助理,臨床／實驗室研究人員,聽力師,病理藥理研究人員,呼吸治療師,照顧服務／指導員,動物飼育專業人員,1,2,2
best_practice,【南科】護理健康管理師,勞工健康服務護理人員／廠護,護理師,,,,勞工健康服務護理人員／廠護,聽力師,獸醫／獸醫佐,護理長,護理師,動物飼育專業人員,營養師,專任管理員,護理助理(護佐),專科護理師,1,2,2
best_practice,職護專員(職安室)-勞工健康服務護理人員,勞工健康服務護理人員／廠護,護理師,,,,勞工健康服務護理人員／廠護,護理助理(護佐),聽力師,護理師,專科護理師,照顧服務／指導員,診所助理,資訊助理人員,飯店／旅館服務人員,神秘客,1,2,2
best_practice,國小低年級老師,國小教師,安親課輔老師,,,,國小教師,幼教老師,升學補習班老師,安親課輔老師,教保員／保育員,美術老師,國中教師,特殊教育教師,工讀生,補習班主任／主管,1,2,2
best_practice,國小全科班課業輔導老師,補習班導師,安親課輔老師,,,,安親課輔老師,升學補習班老師,教保員／保育員,補習班導師,幼教老師,國小教師,補習班主任／主管,游泳教練,美術老師,特殊教育教師,1,2,2
best_practice,補習班、安親班兼職老師,補習班導師,安親課輔老師,,,,補習班導師,安親課輔老師,升學補習班老師,數理補習班老師,補習班主任／主管,幼教老師,專任管理員,教保員／保育員,電腦補習班老師,飯店／旅館櫃檯人員,1,2,2
best_practice,安親課輔,補習班導師,安親課輔老師,,,,安親課輔老師,補習班導師,升學補習班老師,補習班主任／主管,教保員／保育員,數理補習班老師,幼教老師,游泳教練,照顧服務／指導員,美術老師,1,2,2
best_practice,安親老師(鳳山分校),補習班導師,安親課輔老師,,,,安親課輔老師,補習班導師,教保員／保育員,補習班主任／主管,升學補習班老師,幼教老師,數理補習班老師,特殊教育教師,資材人員,美術老師,1,2,2
best_practice,安親課輔老師,補習班導師,安親課輔老師,,,,安親課輔老師,補習班導師,升學補習班老師,教保員／保育員,補習班主任／主管,數理補習班老師,幼教老師,特殊教育教師,美術老師,助教,1,2,2
best_practice,全科班老師,補習班導師,安親課輔老師,,,,安親課輔老師,升學補習班老師,補習班導師,幼教老師,補習班主任／主管,教保員／保育員,驗光師,美術老師,作文老師,特殊教育教師,1,2,2
best_practice,高年級安親老師,補習班導師,安親課輔老師,,,,安親課輔老師,補習班主任／主管,升學補習班老師,補習班導師,教保員／保育員,幼教老師,數理補習班老師,高中職教師,木工,資材人員,1,2,2
best_practice,國小安親課輔老師 (互動美語高雄大社分校),補習班導師,安親課輔老師,,,,安親課輔老師,補習班導師,教保員／保育員,升學補習班老師,幼教老師,補習班主任／主管,數理補習班老師,特殊教育教師,美術老師,國小教師,1,2,2
best_practice,桃園平安校-課業輔導老師,補習班導師,安親課輔老師,,,,安親課輔老師,教保員／保育員,升學補習班老師,補習班導師,幼教老師,數理補習班老師,補習班主任／主管,助教,特殊教育教師,美術老師,1,2,2
best_practice,安親班老師,補習班導師,安親課輔老師,,,,安親課輔老師,補習班導師,補習班主任／主管,升學補習班老師,數理補習班老師,幼教老師,教保員／保育員,特殊教育教師,美術老師,照顧服務／指導員,1,2,2
best_practice,補習班中年級安親課輔老師,補習班導師,安親課輔老師,,,,安親課輔老師,補習班導師,升學補習班老師,補習班主任／主管,數理補習班老師,國中教師,高中職教師,教保員／保育員,國小教師,課業輔導老師,1,2,2
best_practice,進學塾內湖個別指導講師,升學補習班老師,安親課輔老師,,,,安親課輔老師,特殊教育教師,教保員／保育員,游泳教練,升學補習班老師,美術老師,助教,幼教老師,導演／導播,運動教練,1,2,2
best_practice,晚班藥師助理(無經驗可)(月薪36000~70000),藥師助理,診所助理,,,,藥師助理,藥師,診所助理,護理助理(護佐),資訊助理人員,獸醫助理,牙醫助理,生管／助理,影片製作技術人員,室內設計助理,1,2,2
best_practice,藥師助理(無經驗可)(月薪35000~70000),藥師助理,診所助理,,,,藥師助理,藥師,護理助理(護佐),獸醫助理,診所助理,牙醫助理,室內設計助理,動物醫事助理,攝影助理,資訊助理人員,1,2,2
best_practice,牙醫助理【無經驗OK｜完整培訓｜穩定工作 ／ 每班時間約7H】,牙醫助理,診所助理,,,,牙醫助理,診所助理,獸醫助理,護理助理(護佐),動物醫事助理,室內設計助理,資訊助理人員,影片製作技術人員,生管／助理,醫院行政管理人員,1,2,2
best_practice,牙醫助理【無經驗可｜32K起｜兒童牙科｜環境佳 ／ 每班時間約7H】,牙醫助理,診所助理,,,,牙醫助理,診所助理,獸醫助理,動物醫事助理,護理助理(護佐),室內設計助理,生管／助理,影片製作技術人員,冷凍空調繪圖／設計,資訊助理人員,1,2,2
best_practice,牙科助理(無經驗可),牙醫助理,診所助理,,,,牙醫助理,診所助理,獸醫助理,護理助理(護佐),動物醫事助理,資訊助理人員,室內設計助理,醫院行政管理人員,攝影助理,法務助理,1,2,2
best_practice,"🦷【牙醫助理｜月薪32,000元起｜無經驗可】 🌟帶薪學習 × 穩定成長 × 從零培養牙科專業🌟",牙醫助理,診所助理,,,,牙醫助理,獸醫助理,診所助理,動物醫事助理,護理助理(護佐),獸醫／獸醫佐,CNC程式設計師,室內設計助理,影片製作技術人員,藥師,1,2,2
best_practice,宏彥診所助理-楊梅區,護理助理(護佐),診所助理,,,,診所助理,護理助理(護佐),獸醫助理,資訊助理人員,牙醫助理,攝影助理,助教,藥師助理,醫院行政管理人員,幼教老師,1,2,2
best_practice,中醫護理助理,護理助理(護佐),診所助理,,,,護理助理(護佐),藥師助理,獸醫助理,診所助理,動物醫事助理,藥師,資訊助理人員,遊樂景點工作人員,攝影助理,室內設計助理,1,2,2
best_practice,牙醫跟診助理(需有相關經驗),牙醫助理,診所助理,,,,牙醫助理,獸醫助理,診所助理,助教,護理助理(護佐),廠務助理,攝影助理,法務助理,室內設計助理,動物醫事助理,1,2,2
best_practice,牙科助理(全職，無經驗可),牙醫助理,診所助理,,,,牙醫助理,診所助理,獸醫助理,護理助理(護佐),資訊助理人員,醫院行政管理人員,動物醫事助理,室內設計助理,影片製作技術人員,媒體公關人員,1,2,2
best_practice,全家便利商店新竹金站店,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,店長／門市管理人員,樓面管理人員,售票／收銀人員,飯店／旅館服務人員,餐飲主管,休閒娛樂事業從業人員,遊樂景點工作人員,調酒師／吧台人員,侍酒師,1,2,2
best_practice,全家彰化花壇正花店,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,調酒師／吧台人員,店長／門市管理人員,冷熱飲調製人員,售票／收銀人員,飯店／旅館服務人員,餐飲主管,樓面管理人員,侍酒師,資材主管,1,2,2
best_practice,☀全家便利商店☀樹林三龍店_午班正職人員(新北市樹林區近俊興街俊英街新莊區龍安路星巴克麥當勞711)26,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,店長／門市管理人員,售票／收銀人員,飯店／旅館服務人員,調酒師／吧台人員,休閒娛樂事業從業人員,遊樂景點工作人員,冷熱飲調製人員,餐飲主管,資材主管,1,2,2
best_practice,☀全家便利商店☀新莊新雙鳳店_午班正職人員(新北市新莊區近中正路雙鳳路天祥街龍安路星巴克麥當勞711)26,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,售票／收銀人員,店長／門市管理人員,飯店／旅館服務人員,調酒師／吧台人員,餐飲主管,休閒娛樂事業從業人員,冷熱飲調製人員,遊樂景點工作人員,樓面管理人員,1,2,2
best_practice,全家台中陽光店（加盟店）早班正職人員,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,調酒師／吧台人員,售票／收銀人員,餐飲主管,店長／門市管理人員,冷熱飲調製人員,飯店／旅館服務人員,侍酒師,樓面管理人員,休閒娛樂事業從業人員,1,2,2
best_practice,全家便利商店 - 中和、大同區兼職跑店 (大夜)班,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,售票／收銀人員,飯店／旅館服務人員,休閒娛樂事業從業人員,店長／門市管理人員,遊樂景點工作人員,調酒師／吧台人員,餐飲主管,金融營業人員,藥師助理,1,2,2
best_practice,全家便利商店  門市人員,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,店長／門市管理人員,飯店／旅館服務人員,售票／收銀人員,樓面管理人員,餐飲主管,休閒娛樂事業從業人員,調酒師／吧台人員,冷熱飲調製人員,遊樂景點工作人員,1,2,2
best_practice,日本Phiten品牌銷售儲備幹部-台中地區(待優),店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,儲備幹部,店長／門市管理人員,餐飲主管,售票／收銀人員,產品經理,調酒師／吧台人員,侍酒師,品管／品保主管,客服主管,1,2,2
best_practice,☀全家便利商店☀板橋板崑店_晚班正職人員(新北市板橋區近樹林區溪崑二街篤行路大觀路星巴克麥當勞711)26,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,店長／門市管理人員,售票／收銀人員,飯店／旅館服務人員,調酒師／吧台人員,休閒娛樂事業從業人員,遊樂景點工作人員,樓面管理人員,資材主管,餐飲主管,1,2,2
best_practice,全家便利商店門市職員,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,飯店／旅館服務人員,店長／門市管理人員,售票／收銀人員,樓面管理人員,餐飲主管,休閒娛樂事業從業人員,調酒師／吧台人員,冷熱飲調製人員,遊樂景點工作人員,1,2,2
best_practice,☀全家便利商店☀板橋板崑店_早班正職門市人員(新北市板橋區近樹林區溪崑二街篤行路大觀路星巴克麥當勞711)26,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,店長／門市管理人員,飯店／旅館服務人員,售票／收銀人員,調酒師／吧台人員,餐飲主管,冷熱飲調製人員,侍酒師,樓面管理人員,休閒娛樂事業從業人員,1,2,2
best_practice,☀全家便利商店☀板橋板崑店_午班正職門市人員(新北市板橋區近樹林區溪崑二街篤行路大觀路星巴克麥當勞711)26,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,店長／門市管理人員,飯店／旅館服務人員,售票／收銀人員,調酒師／吧台人員,餐飲主管,冷熱飲調製人員,侍酒師,樓面管理人員,休閒娛樂事業從業人員,1,2,2
best_practice,☀全家便利商店☀新莊新雙鳳店_早班正職人員(新北市新莊區近中正路雙鳳路天祥街龍安路星巴克麥當勞711)26,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,店長／門市管理人員,售票／收銀人員,飯店／旅館服務人員,調酒師／吧台人員,餐飲主管,休閒娛樂事業從業人員,冷熱飲調製人員,遊樂景點工作人員,樓面管理人員,1,2,2
best_practice,☀全家便利商店☀新莊正龍店_早班正職人員(新北市新莊區近中正路雙鳳路天祥街龍安路星巴克麥當勞711)26,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,店長／門市管理人員,售票／收銀人員,飯店／旅館服務人員,調酒師／吧台人員,餐飲主管,休閒娛樂事業從業人員,冷熱飲調製人員,遊樂景點工作人員,資材主管,1,2,2
best_practice,✨全家便利商店_新莊正龍店✨晚班正職人員(新北市新莊區近中正路雙鳳路天祥街龍安路星巴克麥當勞711)26,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,售票／收銀人員,店長／門市管理人員,飯店／旅館服務人員,調酒師／吧台人員,休閒娛樂事業從業人員,餐飲主管,遊樂景點工作人員,冷熱飲調製人員,資材主管,1,2,2
best_practice,全家晚班正職人員,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,售票／收銀人員,冷熱飲調製人員,調酒師／吧台人員,店長／門市管理人員,休閒娛樂事業從業人員,飯店／旅館服務人員,遊樂景點工作人員,樓面管理人員,餐飲主管,1,2,2
best_practice,課業輔導老師,補習班導師,課業輔導老師,,,,課業輔導老師,安親課輔老師,補習班導師,其他教育類老師,助教,升學補習班老師,教保員／保育員,幼教老師,特殊教育教師,美術老師,1,2,2
best_practice,課業輔導老師,安親課輔老師,課業輔導老師,,,,課業輔導老師,安親課輔老師,補習班導師,其他教育類老師,助教,升學補習班老師,教保員／保育員,幼教老師,特殊教育教師,美術老師,1,2,2
best_practice,【臺虎 啜飲室大安】正職 餐飲外場 / 吧檯人員 薪資36K-42K 月休8-10天 一頭班 每月提供飲酒津貼、夜間津貼、員工餐,調酒師／吧台人員,餐飲服務人員,,,,調酒師／吧台人員,冷熱飲調製人員,餐飲服務人員,侍酒師,飯店／旅館服務人員,餐廚助手,門市／店員／專櫃人員,洗碗人員,售票／收銀人員,西式廚師,1,2,2
best_practice,【臺虎 Bar Bodega】正職 調酒師 / 吧檯人員 / 外場人員 薪資36K-42K 月休8-10天 一頭班 每月提供飲酒、夜間津貼、員工餐,調酒師／吧台人員,餐飲服務人員,,,,調酒師／吧台人員,冷熱飲調製人員,餐飲服務人員,侍酒師,餐廚助手,門市／店員／專櫃人員,飯店／旅館服務人員,洗碗人員,西式廚師,售票／收銀人員,1,2,2
best_practice,【臺虎 信義】 正職 吧檯人員 / 外場人員 薪資36K-42K 月休8-10天 一頭班 每月提供飲酒、伙食、夜間津貼,調酒師／吧台人員,餐飲服務人員,,,,調酒師／吧台人員,冷熱飲調製人員,餐飲服務人員,侍酒師,餐廚助手,洗碗人員,門市／店員／專櫃人員,飯店／旅館服務人員,西式廚師,麵包師,1,2,2
best_practice,【臺虎 臺中】 正職 餐飲外場人員 薪資34K-40K 月休8-10天 一頭班 每月提供飲酒、伙食津貼,調酒師／吧台人員,餐飲服務人員,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,西式廚師,餐飲服務人員,餐廚助手,洗碗人員,門市／店員／專櫃人員,麵包師,其他料理廚師,1,2,2
best_practice,【臺虎 Bar MED】正職 調酒師 / 吧檯人員 薪資34K-40K 月休8-10天 一頭班 每月提供飲酒、夜間津貼、員工餐,調酒師／吧台人員,餐飲服務人員,,,,調酒師／吧台人員,冷熱飲調製人員,餐飲服務人員,餐廚助手,侍酒師,門市／店員／專櫃人員,洗碗人員,飯店／旅館服務人員,麵包師,售票／收銀人員,1,2,2
best_practice,"《喫茶趣高雄大遠百店》正職人員 31,000元~33,000元起薪",調酒師／吧台人員,餐飲服務人員,,,,調酒師／吧台人員,冷熱飲調製人員,洗碗人員,西式廚師,餐飲服務人員,侍酒師,餐廚助手,門市／店員／專櫃人員,品管／品保主管,外送人員,1,2,2
best_practice,全家便利商店新竹勝利店,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,店長／門市管理人員,樓面管理人員,售票／收銀人員,飯店／旅館服務人員,餐飲主管,休閒娛樂事業從業人員,調酒師／吧台人員,遊樂景點工作人員,侍酒師,1,2,2
best_practice,全家便利商店新竹金站店大夜人員,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,售票／收銀人員,店長／門市管理人員,飯店／旅館服務人員,休閒娛樂事業從業人員,樓面管理人員,遊樂景點工作人員,餐飲主管,調酒師／吧台人員,金融營業人員,1,2,2
best_practice,全家便利超商-早班,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,售票／收銀人員,休閒娛樂事業從業人員,店長／門市管理人員,遊樂景點工作人員,樓面管理人員,產品經理,飯店／旅館服務人員,資材主管,金融營業人員,1,2,2
best_practice,詠富門市儲備店長,店長／門市管理人員,門市／店員／專櫃人員,,,,店長／門市管理人員,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員,侍酒師,餐飲主管,儲備幹部,售票／收銀人員,飯店／旅館服務人員,樓面管理人員,1,2,2
best_practice,全家便利商店早班（6／24更新）,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,售票／收銀人員,店長／門市管理人員,飯店／旅館服務人員,休閒娛樂事業從業人員,樓面管理人員,遊樂景點工作人員,餐飲主管,金融營業人員,調酒師／吧台人員,1,2,2
best_practice,全家便利商店晚班（6／24更新）,店長／門市管理人員,門市／店員／專櫃人員,,,,門市／店員／專櫃人員,售票／收銀人員,店長／門市管理人員,休閒娛樂事業從業人員,飯店／旅館服務人員,樓面管理人員,遊樂景點工作人員,金融營業人員,產品經理,餐飲主管,1,2,2
best_practice,假日工讀生（長期）,工讀生,門市／店員／專櫃人員,,,,工讀生,資材人員,門市／店員／專櫃人員,冷熱飲調製人員,遊樂景點工作人員,飯店／旅館服務人員,調酒師／吧台人員,售票／收銀人員,房務人員,藥師助理,1,2,2
best_practice,美容師（芳療師）,美療師／芳療師,美容師,,,,美療師／芳療師,美容師,美睫師,美甲助理,寵物禮儀師,寵物美容專業人員,售票／收銀人員,醫美諮詢師,休閒娛樂事業從業人員,加油服務,1,2,2
best_practice,美容師/芳療師(須有經驗),美療師／芳療師,美容師,,,,美容師,美療師／芳療師,神秘客,寵物美容專業人員,售票／收銀人員,寵物禮儀師,美睫師,智慧製程工程師,加油服務,美甲助理,1,2,2
best_practice,芳療師/美容師,美療師／芳療師,美容師,,,,美容師,美療師／芳療師,休閒娛樂事業從業人員,售票／收銀人員,寵物禮儀師,寵物美容專業人員,加油服務,遊樂景點工作人員,美甲助理,醫美諮詢師,1,2,2
best_practice,(桃園藝文館)美容美體芳療師,美療師／芳療師,美容師,,,,美容師,售票／收銀人員,休閒娛樂事業從業人員,美療師／芳療師,遊樂景點工作人員,寵物禮儀師,美甲助理,寵物美容專業人員,門市／店員／專櫃人員,美容助理,1,2,2
best_practice,冶炭_和牛燒肉專門店_洗滌員,洗碗人員,餐廚助手,,,,洗碗人員,調酒師／吧台人員,冷熱飲調製人員,餐廚助手,餐飲服務人員,侍酒師,外送人員,飯店／旅館服務人員,西式廚師,咖啡師,1,2,2
best_practice,計時洗滌員,洗碗人員,餐廚助手,,,,洗碗人員,冷熱飲調製人員,調酒師／吧台人員,餐廚助手,外送人員,餐飲服務人員,工讀生,加油服務,家事服務／洗衣,房務人員,1,2,2
best_practice,Vicoli 弄 蘆洲店✦時薪210起✦內場計時人員,洗碗人員,餐廚助手,,,,餐廚助手,西式廚師,餐飲服務人員,洗碗人員,其他料理廚師,調酒師／吧台人員,冷熱飲調製人員,中式廚師,烹飪老師,日式廚師,1,2,2
best_practice,洗碗員,洗碗人員,餐廚助手,,,,洗碗人員,餐廚助手,冷熱飲調製人員,餐飲服務人員,西式廚師,調酒師／吧台人員,外送人員,其他料理廚師,工讀生,生鮮處理人員,1,2,2
best_practice,餐廳內場洗碗人員,洗碗人員,餐廚助手,,,,洗碗人員,餐廚助手,餐飲服務人員,西式廚師,其他料理廚師,調酒師／吧台人員,冷熱飲調製人員,侍酒師,中式廚師,烹飪老師,1,2,2
best_practice,【長庚店】假日廚房/助手人員$220-230 ※6-6.5小時 可彈性排休一天,洗碗人員,餐廚助手,,,,洗碗人員,餐廚助手,調酒師／吧台人員,西式廚師,冷熱飲調製人員,餐飲服務人員,門市／店員／專櫃人員,生鮮處理人員,外送人員,其他料理廚師,1,2,2
best_practice,洗碗人員,洗碗人員,餐廚助手,,,,洗碗人員,餐廚助手,清潔／資源回收人員,餐飲服務人員,生鮮處理人員,外送人員,,,,,1,2,2
best_practice,餐飲內場,洗碗人員,餐廚助手,,,,餐廚助手,西式廚師,其他料理廚師,餐飲服務人員,洗碗人員,調酒師／吧台人員,烹飪老師,中式廚師,冷熱飲調製人員,日式廚師,1,2,2
best_practice,洗碗工餐廚助手,洗碗人員,餐廚助手,,,,洗碗人員,餐廚助手,冷熱飲調製人員,西式廚師,調酒師／吧台人員,餐飲服務人員,外送人員,工讀生,飯店／旅館服務人員,門市／店員／專櫃人員,1,2,2
best_practice,【NO CODE TAIPEI】洗碗人員,洗碗人員,餐廚助手,,,,洗碗人員,冷熱飲調製人員,調酒師／吧台人員,餐廚助手,餐飲服務人員,西式廚師,外送人員,侍酒師,飯店／旅館服務人員,工讀生,1,2,2
best_practice,【天母素食自助餐】洗切,洗碗人員,餐廚助手,,,,洗碗人員,冷熱飲調製人員,餐廚助手,調酒師／吧台人員,西式廚師,餐飲服務人員,外送人員,門市／店員／專櫃人員,藥師助理,救生員,1,2,2
best_practice,【永安素食自助餐】洗切,洗碗人員,餐廚助手,,,,洗碗人員,餐廚助手,西式廚師,冷熱飲調製人員,調酒師／吧台人員,餐飲服務人員,外送人員,飯店／旅館服務人員,其他料理廚師,門市／店員／專櫃人員,1,2,2
best_practice,【榮總素食自助餐】洗切,洗碗人員,餐廚助手,,,,洗碗人員,冷熱飲調製人員,調酒師／吧台人員,餐廚助手,餐飲服務人員,西式廚師,門市／店員／專櫃人員,飯店／旅館服務人員,外送人員,藥師助理,1,2,2
best_practice,【臺虎 啜飲室大安】假日兼職 洗碗人員/餐廚助手 時薪220元 提供飲酒津貼,洗碗人員,餐廚助手,,,,洗碗人員,調酒師／吧台人員,冷熱飲調製人員,餐廚助手,飯店／旅館服務人員,餐飲服務人員,外送人員,侍酒師,西式廚師,門市／店員／專櫃人員,1,2,2
best_practice,【新開店招募 時薪$235元起】 洗碗兼職 NARA 泰式料理 台中漢神洲際店,洗碗人員,餐廚助手,,,,洗碗人員,餐廚助手,冷熱飲調製人員,西式廚師,調酒師／吧台人員,餐飲服務人員,外送人員,中式廚師,侍酒師,門市／店員／專櫃人員,1,2,2
best_practice,壹食三客鐵板燒(河南店)-連鎖-廚房洗碗-晚班PT,洗碗人員,餐廚助手,,,,洗碗人員,調酒師／吧台人員,冷熱飲調製人員,餐廚助手,餐飲服務人員,西式廚師,飯店／旅館服務人員,外送人員,房務人員,門市／店員／專櫃人員,1,2,2
best_practice,廚房助手/洗碗清潔人員~新竹,洗碗人員,餐廚助手,,,,洗碗人員,餐廚助手,冷熱飲調製人員,調酒師／吧台人員,餐飲服務人員,房務人員,西式廚師,生鮮處理人員,外送人員,門市／店員／專櫃人員,1,2,2
best_practice,洗碗清潔菜口人員(全職),洗碗人員,,,,,洗碗人員,冷熱飲調製人員,餐廚助手,調酒師／吧台人員,餐飲服務人員,外送人員,西式廚師,飯店／旅館服務人員,門市／店員／專櫃人員,房務人員,1,1,1
best_practice,六日時薪+20元《時薪220元起》【日商壽司郎】新店中興路店-洗碗作業員★歡迎長期打工、二度就業、復職同仁★,洗碗人員,,,,,洗碗人員,調酒師／吧台人員,餐飲主管,店長／門市管理人員,品管／品保主管,冷熱飲調製人員,餐廚助手,日式廚師,門市／店員／專櫃人員,西式廚師,1,1,1
best_practice,六日時薪+15元《時薪220元起》【日商壽司郎】新北中和環球店-洗碗作業員★歡迎長期打工、二度就業、復職同仁★,洗碗人員,,,,,洗碗人員,調酒師／吧台人員,餐飲主管,品管／品保主管,店長／門市管理人員,日式廚師,餐廚助手,冷熱飲調製人員,資材主管,門市／店員／專櫃人員,1,1,1
best_practice,六日時薪+10元《時薪200元起》【日商壽司郎】土城日月光店-洗碗作業員★歡迎暑假打工、長期打工、二度就業、復職同仁★,洗碗人員,,,,,洗碗人員,調酒師／吧台人員,品管／品保主管,店長／門市管理人員,餐飲主管,冷熱飲調製人員,資材主管,門市／店員／專櫃人員,日式廚師,餐廚助手,1,1,1
best_practice,六日時薪+20元《時薪225元起》【日商壽司郎】汐止遠雄店-洗碗作業員★歡迎長期打工、二度就業、復職同仁★,洗碗人員,,,,,洗碗人員,調酒師／吧台人員,品管／品保主管,店長／門市管理人員,餐飲主管,冷熱飲調製人員,日式廚師,餐廚助手,西式廚師,資材主管,1,1,1
best_practice,洗碗人員-電聯036673333,洗碗人員,,,,,洗碗人員,冷熱飲調製人員,餐廚助手,調酒師／吧台人員,餐飲服務人員,西式廚師,外送人員,生鮮處理人員,工讀生,門市／店員／專櫃人員,1,1,1
best_practice,【本家韓式燒肉】洗碗人員(含績效獎金最高51K),洗碗人員,,,,,洗碗人員,西式廚師,餐廚助手,冷熱飲調製人員,調酒師／吧台人員,餐飲服務人員,其他料理廚師,外送人員,門市／店員／專櫃人員,日式廚師,1,1,1
best_practice,《時薪205元起》【日商壽司郎】台南永康店-洗碗作業員 ★歡迎長期打工、二度就業、復職同仁★,洗碗人員,,,,,洗碗人員,調酒師／吧台人員,冷熱飲調製人員,品管／品保主管,餐飲主管,店長／門市管理人員,餐廚助手,西式廚師,餐飲服務人員,日式廚師,1,1,1
best_practice,六日時薪+10元《時薪200元起》【日商壽司郎】高雄夢時代店-洗碗作業員★歡迎二度就業、復職同仁★,洗碗人員,,,,,洗碗人員,調酒師／吧台人員,店長／門市管理人員,品管／品保主管,餐飲主管,門市／店員／專櫃人員,日式廚師,資材主管,餐廚助手,冷熱飲調製人員,1,1,1
best_practice,《時薪200元起》【日商壽司郎】高雄鳳山店-洗碗作業員★歡迎二度就業、復職同仁★,洗碗人員,,,,,洗碗人員,調酒師／吧台人員,店長／門市管理人員,品管／品保主管,餐飲主管,冷熱飲調製人員,門市／店員／專櫃人員,餐廚助手,餐飲服務人員,西式廚師,1,1,1
best_practice,六日時薪+5元《時薪200元起》【日商壽司郎】高雄岡山樂購廣場店-洗碗作業員★歡迎二度就業、復職同仁★,洗碗人員,,,,,洗碗人員,調酒師／吧台人員,店長／門市管理人員,品管／品保主管,餐飲主管,門市／店員／專櫃人員,日式廚師,資材主管,冷熱飲調製人員,餐廚助手,1,1,1
